1,10.128.2.1,[29/Nov/2017:06:58:55,GET /login.php HTTP/1.1,200
2,10.128.2.1,[29/Nov/2017:06:59:02,POST /process.php HTTP/1.1,302
3,10.128.2.1,[29/Nov/2017:06:59:03,GET /home.php HTTP/1.1,200
4,10.131.2.1,[29/Nov/2017:06:59:04,GET /js/vendor/moment.min.js HTTP/1.1,200
5,10.130.2.1,[29/Nov/2017:06:59:06,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
6,10.130.2.1,[29/Nov/2017:06:59:19,GET /profile.php?user=bala HTTP/1.1,200
7,10.128.2.1,[29/Nov/2017:06:59:19,GET /js/jquery.min.js HTTP/1.1,200
8,10.131.2.1,[29/Nov/2017:06:59:19,GET /js/chart.min.js HTTP/1.1,200
9,10.131.2.1,[29/Nov/2017:06:59:30,GET /edit.php?name=bala HTTP/1.1,200
10,10.131.2.1,[29/Nov/2017:06:59:37,GET /logout.php HTTP/1.1,302
11,10.131.2.1,[29/Nov/2017:06:59:37,GET /login.php HTTP/1.1,200
12,10.130.2.1,[29/Nov/2017:07:00:19,GET /login.php HTTP/1.1,200
13,10.130.2.1,[29/Nov/2017:07:00:21,GET /login.php HTTP/1.1,200
14,10.130.2.1,[29/Nov/2017:13:31:27,GET / HTTP/1.1,302
15,10.130.2.1,[29/Nov/2017:13:31:28,GET /login.php HTTP/1.1,200
16,10.129.2.1,[29/Nov/2017:13:38:03,POST /process.php HTTP/1.1,302
17,10.131.0.1,[29/Nov/2017:13:38:04,GET /home.php HTTP/1.1,200
18,10.131.0.1,[29/Nov/2017:13:38:07,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
19,10.130.2.1,[29/Nov/2017:13:38:19,GET / HTTP/1.1,302
20,10.131.2.1,[29/Nov/2017:13:38:20,GET /login.php HTTP/1.1,200
21,10.131.2.1,[29/Nov/2017:13:38:20,GET /css/bootstrap.min.css HTTP/1.1,200
22,10.128.2.1,[29/Nov/2017:13:38:20,GET /css/font-awesome.min.css HTTP/1.1,200
23,10.131.0.1,[29/Nov/2017:13:38:20,GET /css/normalize.css HTTP/1.1,200
24,10.128.2.1,[29/Nov/2017:13:38:20,GET /css/style.css HTTP/1.1,200
25,10.131.0.1,[29/Nov/2017:13:38:20,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
26,10.129.2.1,[29/Nov/2017:13:38:20,GET /css/main.css HTTP/1.1,200
27,10.131.0.1,[29/Nov/2017:13:38:21,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
28,10.128.2.1,[29/Nov/2017:13:38:21,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
29,10.131.2.1,[29/Nov/2017:13:38:23,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
30,10.131.2.1,[29/Nov/2017:13:46:46,GET / HTTP/1.1,200
31,10.131.2.1,[29/Nov/2017:13:46:50,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
32,10.131.2.1,[29/Nov/2017:13:46:53,GET /logout.php HTTP/1.1,302
33,10.131.2.1,[29/Nov/2017:13:46:54,GET /login.php HTTP/1.1,200
34,10.131.2.1,[29/Nov/2017:13:47:04,POST /process.php HTTP/1.1,302
35,10.131.2.1,[29/Nov/2017:13:47:05,GET /login.php?value=fail HTTP/1.1,200
36,10.131.2.1,[29/Nov/2017:13:47:16,POST /process.php HTTP/1.1,302
37,10.131.2.1,[29/Nov/2017:13:47:16,GET /home.php HTTP/1.1,200
38,10.131.2.1,[29/Nov/2017:13:47:19,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
39,10.130.2.1,[29/Nov/2017:13:47:20,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
40,10.129.2.1,[29/Nov/2017:13:49:25,GET /details.php?id=44 HTTP/1.1,302
41,10.128.2.1,[29/Nov/2017:13:49:26,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
42,10.128.2.1,[29/Nov/2017:13:49:32,GET /home.php HTTP/1.1,200
43,10.128.2.1,[29/Nov/2017:13:49:34,GET /compiler.php HTTP/1.1,200
44,10.128.2.1,[29/Nov/2017:13:49:37,GET /compiler.php HTTP/1.1,200
45,10.131.2.1,[29/Nov/2017:13:51:40,GET /logout.php HTTP/1.1,302
46,10.129.2.1,[29/Nov/2017:13:51:41,GET /login.php HTTP/1.1,200
47,10.129.2.1,[29/Nov/2017:13:51:44,POST /process.php HTTP/1.1,302
48,10.131.2.1,[29/Nov/2017:13:51:44,GET /home.php HTTP/1.1,200
49,10.131.2.1,[29/Nov/2017:13:51:46,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
50,10.131.2.1,[29/Nov/2017:13:51:49,GET /details.php?id=44 HTTP/1.1,200
51,10.128.2.1,[29/Nov/2017:13:57:04,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
52,10.131.2.1,[29/Nov/2017:14:04:57,GET /details.php?id=44 HTTP/1.1,200
53,10.131.2.1,[29/Nov/2017:14:05:10,GET /contest.php HTTP/1.1,200
54,10.131.2.1,[29/Nov/2017:14:05:12,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
55,10.131.2.1,[29/Nov/2017:14:05:16,GET /details.php?id=46 HTTP/1.1,200
56,10.131.2.1,[29/Nov/2017:14:05:22,GET /contest.php HTTP/1.1,200
57,10.131.2.1,[29/Nov/2017:14:05:24,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
58,10.131.2.1,[29/Nov/2017:14:05:28,GET /details.php?id=42 HTTP/1.1,200
59,10.131.2.1,[29/Nov/2017:14:05:35,GET /contest.php HTTP/1.1,200
60,10.131.2.1,[29/Nov/2017:14:05:37,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
61,10.131.2.1,[29/Nov/2017:14:06:05,GET /details.php?id=45 HTTP/1.1,200
62,10.128.2.1,[29/Nov/2017:14:06:10,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
63,10.131.0.1,[29/Nov/2017:14:31:33,GET / HTTP/1.1,200
64,10.131.2.1,[29/Nov/2017:14:33:21,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
65,10.131.2.1,[29/Nov/2017:14:33:22,GET /css/bootstrap.min.css HTTP/1.1,304
66,10.128.2.1,[29/Nov/2017:14:33:22,GET /css/font-awesome.min.css HTTP/1.1,304
67,10.131.0.1,[29/Nov/2017:14:33:22,GET /css/normalize.css HTTP/1.1,304
68,10.131.2.1,[29/Nov/2017:14:33:22,GET /css/main.css HTTP/1.1,304
69,10.131.0.1,[29/Nov/2017:14:33:22,GET /css/style.css HTTP/1.1,304
70,10.128.2.1,[29/Nov/2017:14:33:23,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,304
71,10.131.2.1,[29/Nov/2017:14:33:23,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,304
72,10.131.2.1,[29/Nov/2017:14:33:23,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,304
73,10.128.2.1,[29/Nov/2017:14:33:23,GET /js/vendor/moment.min.js HTTP/1.1,304
74,10.131.2.1,[29/Nov/2017:14:33:26,GET / HTTP/1.1,200
75,10.130.2.1,[29/Nov/2017:14:38:07,GET /compiler.php HTTP/1.1,200
76,10.130.2.1,[29/Nov/2017:14:38:08,GET /home.php HTTP/1.1,200
77,10.130.2.1,[29/Nov/2017:14:38:09,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,304
78,10.130.2.1,[29/Nov/2017:14:38:13,GET /compiler.php HTTP/1.1,200
79,10.128.2.1,[29/Nov/2017:14:38:40,GET /contest.php HTTP/1.1,200
80,10.128.2.1,[29/Nov/2017:14:38:43,GET /home.php HTTP/1.1,200
81,10.129.2.1,[29/Nov/2017:14:52:51,GET /home.php HTTP/1.1,200
82,10.129.2.1,[29/Nov/2017:14:53:22,GET /compiler.php HTTP/1.1,200
83,10.129.2.1,[29/Nov/2017:14:53:24,GET /home.php HTTP/1.1,200
84,10.131.0.1,[29/Nov/2017:14:54:55,GET /home.php HTTP/1.1,200
85,10.128.2.1,[29/Nov/2017:14:55:46,GET /home.php HTTP/1.1,200
86,10.128.2.1,[29/Nov/2017:14:55:53,GET /contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP/1.1,200
87,10.128.2.1,[29/Nov/2017:14:55:56,GET /home.php HTTP/1.1,200
88,10.128.2.1,[29/Nov/2017:14:56:00,GET /contest.php HTTP/1.1,200
89,10.128.2.1,[29/Nov/2017:14:56:04,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
90,10.128.2.1,[29/Nov/2017:14:56:08,GET /logout.php HTTP/1.1,302
91,10.129.2.1,[29/Nov/2017:14:56:08,GET /login.php HTTP/1.1,200
92,10.129.2.1,[29/Nov/2017:14:56:17,POST /process.php HTTP/1.1,302
93,10.129.2.1,[29/Nov/2017:14:56:18,GET /home.php HTTP/1.1,200
94,10.131.0.1,[29/Nov/2017:15:00:05,GET /contest.php HTTP/1.1,200
95,10.131.2.1,[29/Nov/2017:15:00:53,GET / HTTP/1.1,200
96,10.131.2.1,[29/Nov/2017:15:00:53,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,304
97,10.131.2.1,[29/Nov/2017:15:00:55,GET /contest.php HTTP/1.1,200
98,10.131.2.1,[29/Nov/2017:15:01:00,GET /home.php HTTP/1.1,200
99,10.130.2.1,[29/Nov/2017:15:01:04,GET /contest.php HTTP/1.1,200
100,10.128.2.1,[29/Nov/2017:15:04:07,GET /contest.php HTTP/1.1,200
101,10.128.2.1,[29/Nov/2017:15:04:10,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
102,10.130.2.1,[29/Nov/2017:15:04:11,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
103,10.130.2.1,[29/Nov/2017:15:04:31,GET /contest.php HTTP/1.1,200
104,10.130.2.1,[29/Nov/2017:15:04:34,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
105,10.130.2.1,[29/Nov/2017:15:04:35,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
106,10.130.2.1,[29/Nov/2017:15:04:41,GET /home.php HTTP/1.1,200
107,10.130.2.1,[29/Nov/2017:15:05:11,GET /contest.php HTTP/1.1,200
108,10.130.2.1,[29/Nov/2017:15:05:19,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
109,10.131.2.1,[29/Nov/2017:15:05:20,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
110,10.131.2.1,[29/Nov/2017:15:05:24,GET /home.php HTTP/1.1,200
111,10.131.2.1,[29/Nov/2017:15:05:30,GET /contest.php HTTP/1.1,200
112,10.131.2.1,[29/Nov/2017:15:05:35,GET /home.php HTTP/1.1,200
113,10.128.2.1,[29/Nov/2017:15:07:26,GET /home.php HTTP/1.1,200
114,10.131.2.1,[29/Nov/2017:15:07:44,GET / HTTP/1.1,302
115,10.128.2.1,[29/Nov/2017:15:07:44,GET /login.php HTTP/1.1,200
116,10.128.2.1,[29/Nov/2017:15:07:45,GET /css/bootstrap.min.css HTTP/1.1,200
117,10.128.2.1,[29/Nov/2017:15:07:45,GET /css/font-awesome.min.css HTTP/1.1,200
118,10.131.2.1,[29/Nov/2017:15:07:45,GET /css/main.css HTTP/1.1,200
119,10.130.2.1,[29/Nov/2017:15:07:45,GET /css/normalize.css HTTP/1.1,200
120,10.131.0.1,[29/Nov/2017:15:07:45,GET /css/style.css HTTP/1.1,200
121,10.128.2.1,[29/Nov/2017:15:07:45,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
122,10.130.2.1,[29/Nov/2017:15:07:46,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
123,10.131.2.1,[29/Nov/2017:15:07:46,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
124,10.128.2.1,[29/Nov/2017:15:07:49,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
125,10.128.2.1,[29/Nov/2017:15:07:57,POST /process.php HTTP/1.1,302
126,10.128.2.1,[29/Nov/2017:15:07:57,GET /home.php HTTP/1.1,200
127,10.128.2.1,[29/Nov/2017:15:07:58,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
128,10.130.2.1,[29/Nov/2017:15:07:58,GET /js/vendor/moment.min.js HTTP/1.1,200
129,10.128.2.1,[29/Nov/2017:15:08:04,GET /contest.php HTTP/1.1,200
130,10.128.2.1,[29/Nov/2017:15:08:07,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
131,10.130.2.1,[29/Nov/2017:15:08:07,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
132,10.130.2.1,[29/Nov/2017:15:08:10,GET /contest.php HTTP/1.1,200
